,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,roadwork_id,loaddatetimeutc,road,type,roadwork_from,roadwork_to,roadwork_label,roadwork_reason,roadwork_start,roadwork_stop,radar_codedirection,roadwork_fromloc_lat,roadwork_fromloc_lon,roadwork_toloc_lat,roadwork_toloc_lon,roadwork_segmentid,segmentstart,segmentend,roadwork_afrc,roadwork_category,roadwork_type
21,21,21,22,244997235.0,2020-07-14 03:59:00,N7,n,Groningen-West,Groningen-West,closed,Dicht. Van 13 juli 2020 21:00 uur tot 14 juli 2020 06:00 uur.,2020-07-13 19:00:00,2020-07-14 04:00:00,0.0,53.20207,6.55858,53.20207,6.55858,3412.0,Duitse grens,Groningen,3.0,roadworks,n
22,22,22,20,2450726020.0,2020-07-14 03:59:00,N57,n,Stellendam,Stellendam,closed,De afrit is dicht. Van 13 juli 2020 20:00 uur tot 14 juli 2020 06:00 uur.,2020-07-13 18:00:00,2020-07-14 04:00:00,2.0,51.80622,4.00985,51.80622,4.00985,5411.0,Rotterdam,Brouwersdam,3.0,roadworks,n
23,23,23,21,245072602.0,2020-07-14 03:59:00,N57,n,Stellendam,Stellendam,closed,De afrit is dicht. Van 13 juli 2020 20:00 uur tot 14 juli 2020 06:00 uur.,2020-07-13 18:00:00,2020-07-14 04:00:00,2.0,51.80622,4.00985,51.80622,4.00985,5411.0,Brouwersdam,Rotterdam,3.0,roadworks,n
24,24,24,24,245070635.0,2020-07-14 21:58:00,N3,n,de aansluiting met de A15,de aansluiting met de A15,closed,De afrit is dicht. Van 14 juli 2020 21:00 uur tot 14 juli 2020 23:59 uur.,2020-07-14 19:00:00,2020-07-14 21:59:00,1.0,51.8392,4.71249,51.8392,4.71249,4440.0,Dordrecht,Papendrecht,3.0,roadworks,n
25,25,25,25,245211906.0,2020-07-15 01:58:00,A1,a,Diemen,Diemen,closed,Oprit dicht. Van 15 juli 2020 00:30 uur tot 15 juli 2020 04:00 uur.,2020-07-14 22:30:00,2020-07-15 02:00:00,1.0,52.33748,4.98946,52.33748,4.98946,3000.0,Amsterdam,Amersfoort,0.0,roadworks,a
26,26,26,33,245068286.0,2020-07-15 02:59:00,A5,a,afrit IJmuiden,afrit IJmuiden,closed,Oprit dicht. Van 14 juli 2020 23:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 21:00:00,2020-07-15 03:00:00,1.0,52.39304,4.77836,52.39304,4.77836,6338.0,Hoofddorp,Amsterdam,0.0,roadworks,a
27,27,27,37,245211662.0,2020-07-15 02:59:00,A1,a,knp. Eemnes,knp. Eemnes,closed,Dicht. Van 14 juli 2020 21:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 19:00:00,2020-07-15 03:00:00,0.0,52.23194,5.23902,52.23194,5.23902,3000.0,Amersfoort,Amsterdam,0.0,roadworks,a
28,28,28,36,245067841.0,2020-07-15 02:59:00,A1,a,Twello,Twello,closed,Oprit dicht. Van 14 juli 2020 22:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 20:00:00,2020-07-15 03:00:00,1.0,52.21768,6.12511,52.21768,6.12511,3002.0,Apeldoorn,Hengelo,0.0,roadworks,a
29,29,29,35,244994966.0,2020-07-15 02:59:00,A1,a,afrit Markelo,afrit Markelo,closed,De oprit is dicht. Van 13 juli 2020 tot 15 juli 2020 dagelijks tussen 19:00 uur en 05:00 uur.,2020-07-13 17:00:00,2020-07-15 03:00:00,0.0,52.26259,6.45569,52.26259,6.45569,3002.0,Hengelo,Apeldoorn,0.0,roadworks,a
30,30,30,34,245068134.0,2020-07-15 02:59:00,A4,a,Vlaardingen-Oost,Vlaardingen-Oost,closed,Oprit dicht. Van 14 juli 2020 21:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 19:00:00,2020-07-15 03:00:00,0.0,51.91096,4.36936,51.91096,4.36936,3301.0,Den Haag,Rotterdam,0.0,roadworks,a
31,31,31,32,245072312.0,2020-07-15 02:59:00,N50,n,Kampen-Zuid,Kampen-Zuid,closed,De afrit is dicht. Van 13 juli 2020 20:00 uur tot 15 juli 2020 05:00 uur.,2020-07-13 18:00:00,2020-07-15 03:00:00,0.0,52.52993,5.91514,52.52993,5.91514,3343.0,Emmeloord,Zwolle,3.0,roadworks,n
32,32,32,26,245068993.0,2020-07-15 02:59:00,A7,a,afrit Zaandijk,afrit Zaandijk,closed,De afrit is dicht. Van 14 juli 2020 23:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 21:00:00,2020-07-15 03:00:00,0.0,52.47627,4.85456,52.47627,4.85456,3400.0,Hoorn,Zaanstad,0.0,roadworks,a
33,33,33,30,245069985.0,2020-07-15 02:59:00,A16,a,Zwijndrecht,Zwijndrecht,closed,De afrit is dicht. Van 14 juli 2020 21:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 19:00:00,2020-07-15 03:00:00,1.0,51.81513,4.63326,51.81513,4.63326,3065.0,Breda,Rotterdam,0.0,roadworks,a
34,34,34,29,245214058.0,2020-07-15 02:59:00,A16,a,afrit Dordrecht-Centrum,afrit Dordrecht-Centrum,closed,Oprit dicht. Van 14 juli 2020 21:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 19:00:00,2020-07-15 03:00:00,1.0,51.80352,4.65023,51.80352,4.65023,3065.0,Breda,Rotterdam,0.0,roadworks,a
35,35,35,28,245070150.0,2020-07-15 02:59:00,A29,a,afrit Numansdorp,afrit Numansdorp,closed,De afrit is dicht. Van 14 juli 2020 21:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 19:00:00,2020-07-15 03:00:00,1.0,51.74901,4.4148,51.74901,4.4148,3210.0,Bergen op Zoom,Rotterdam,0.0,roadworks,a
36,36,36,27,245070486.0,2020-07-15 02:59:00,A76,a,knp. Ten Esschen,de Duitse grens,closed,Dicht. Van 14 juli 2020 22:00 uur tot 15 juli 2020 05:00 uur.,2020-07-14 20:00:00,2020-07-15 03:00:00,1.0,50.90683,5.92285,50.81886,6.02472,3422.0,Geleen,Keulen,0.0,roadworks,a
37,37,37,31,244997998.0,2020-07-15 02:59:00,N50,n,Kampen-Zuid,Kampen-Zuid,closed,De op- en afrit is dicht. Van 13 juli 2020 tot 15 juli 2020 dagelijks tussen 20:00 uur en 05:00 uur.,2020-07-13 18:00:00,2020-07-15 03:00:00,1.0,52.52993,5.91514,52.52993,5.91514,3343.0,Zwolle,Emmeloord,3.0,roadworks,n
38,38,38,38,245211661.0,2020-07-15 03:59:00,A7,a,Hoogezand,Hoogezand,closed,Oprit dicht. Van 14 juli 2020 20:00 uur tot 15 juli 2020 06:00 uur.,2020-07-14 18:00:00,2020-07-15 04:00:00,1.0,53.17016,6.75587,53.17016,6.75587,3404.0,Groningen,Duitse grens,0.0,roadworks,a
39,39,39,39,244270640.0,2020-07-15 03:59:00,A6,a,knp. Emmeloord,Emmeloord,closed,Dicht. Van 14 juli 2020 20:00 uur tot 15 juli 2020 06:00 uur.,2020-07-14 18:00:00,2020-07-15 04:00:00,1.0,52.69275,5.77473,52.72581,5.77073,3372.0,Lelystad,Joure,0.0,roadworks,a
40,40,40,40,245068424.0,2020-07-15 03:59:00,N7,n,Groningen-Helpman,knp. Europaplein,closed,Dicht. Van 13 juli 2020 tot 15 juli 2020 dagelijks tussen 22:00 uur en 06:00 uur.,2020-07-13 20:00:00,2020-07-15 04:00:00,1.0,53.20534,6.57403,53.21149,6.58856,3412.0,Groningen,Duitse grens,3.0,roadworks,n
41,41,41,41,245354968.0,2020-07-15 10:59:00,N7,n,Groningen-Helpman,Groningen,closed,Dicht. Van 15 juli 2020 tot 17 juli 2020 dagelijks tussen 22:00 uur en 06:00 uur.,2020-07-15 20:00:00,2020-07-17 04:00:00,0.0,53.20534,6.57403,53.19666,6.54032,3403.0,Duitse grens,Heerenveen,3.0,roadworks,n
42,42,42,51,245218622.0,2020-07-16 02:59:00,A27,a,Hagestein,Hagestein,closed,Oprit dicht. Van 15 juli 2020 20:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 18:00:00,2020-07-16 03:00:00,0.0,51.99284,5.11142,51.99284,5.11142,3173.0,Utrecht,Gorinchem,0.0,roadworks,a
43,43,43,50,245217046.0,2020-07-16 02:59:00,A16,a,Rotterdam-Feijenoord,Rotterdam-Feijenoord,closed,Afrit dicht. Van 15 juli 2020 21:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 19:00:00,2020-07-16 03:00:00,0.0,51.89488,4.55685,51.89488,4.55685,3065.0,Rotterdam,Breda,0.0,roadworks,a
44,44,44,49,245218127.0,2020-07-16 02:59:00,A16,a,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,closed,Oprit dicht. Van 15 juli 2020 tot 16 juli 2020 dagelijks tussen 21:15 uur en 05:00 uur.,2020-07-15 19:15:00,2020-07-16 03:00:00,1.0,51.83318,4.62049,51.83318,4.62049,3065.0,Breda,Rotterdam,0.0,roadworks,a
45,45,45,48,245353867.0,2020-07-16 02:59:00,A7,a,Heiligerlee,Scheemda,,Wegwerkzaamheden. Van 15 juli 2020 20:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 18:00:00,2020-07-16 03:00:00,0.0,53.1692,7.00114,53.18701,6.97102,3404.0,Duitse grens,Groningen,0.0,roadworks,a
46,46,46,47,245212842.0,2020-07-16 02:59:00,A7,a,Purmerend-Zuid,Purmerend-Zuid,closed,Oprit dicht. Van 15 juli 2020 23:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 21:00:00,2020-07-16 03:00:00,1.0,52.50365,4.93133,52.50365,4.93133,3400.0,Zaanstad,Hoorn,0.0,roadworks,a
47,47,47,43,245212622.0,2020-07-16 02:59:00,A7,a,Purmerend-Zuid,Purmerend-Zuid,closed,Afrit dicht. Van 15 juli 2020 23:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 21:00:00,2020-07-16 03:00:00,1.0,52.50365,4.93133,52.50365,4.93133,3400.0,Zaanstad,Hoorn,0.0,roadworks,a
48,48,48,45,245212621.0,2020-07-16 02:59:00,A4,a,Den Haag-Zuid,Den Haag-Zuid,closed,De op- en afrit is dicht. Van 15 juli 2020 21:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 19:00:00,2020-07-16 03:00:00,1.0,52.01364,4.31323,52.01364,4.31323,3301.0,Rotterdam,Den Haag,0.0,roadworks,a
49,49,49,44,245212774.0,2020-07-16 02:59:00,A4,a,Vlaardingen-Oost,Vlaardingen-Oost,closed,De oprit is dicht. Van 15 juli 2020 21:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 19:00:00,2020-07-16 03:00:00,0.0,51.91096,4.36936,51.91096,4.36936,3301.0,Den Haag,Rotterdam,0.0,roadworks,a
50,50,50,42,244995409.0,2020-07-16 02:59:00,A7,a,Hoorn-Noord,Hoorn-Noord,closed,De afrit is dicht. Van 13 juli 2020 tot 16 juli 2020 dagelijks tussen 23:00 uur en 05:00 uur.,2020-07-13 21:00:00,2020-07-16 03:00:00,1.0,52.66814,5.03368,52.66814,5.03368,3401.0,Hoorn,Den Oever,0.0,roadworks,a
51,51,51,52,245221660.0,2020-07-16 02:59:00,A32,a,afrit Havelte,afrit Havelte,closed,De oprit is dicht. Van 15 juli 2020 20:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 18:00:00,2020-07-16 03:00:00,0.0,52.72971,6.20121,52.72971,6.20121,3240.0,Heerenveen,Meppel,0.0,roadworks,a
52,52,52,46,245212375.0,2020-07-16 02:59:00,A2,a,Nieuwegein,Nieuwegein,closed,De op- en afrit is dicht. Van 15 juli 2020 20:00 uur tot 16 juli 2020 05:00 uur.,2020-07-15 18:00:00,2020-07-16 03:00:00,1.0,52.02208,5.06477,52.02208,5.06477,3104.0,'s-Hertogenbosch,Utrecht,0.0,roadworks,a
53,53,53,53,244995941.0,2020-07-16 02:59:00,A15,a,Wadenoijen,Wadenoijen,closed,De oprit is dicht. Van 13 juli 2020 tot 16 juli 2020 dagelijks tussen 20:30 uur en 05:00 uur.,2020-07-13 18:30:00,2020-07-16 03:00:00,1.0,51.8735,5.34469,51.8735,5.34469,3057.0,Gorinchem,Nijmegen,0.0,roadworks,a
54,54,54,54,245358033.0,2020-07-17 00:59:00,A27,a,Hagestein,Hagestein,closed,De afrit is dicht. Van 16 juli 2020 23:50 uur tot 17 juli 2020 03:00 uur.,2020-07-16 21:50:00,2020-07-17 01:00:00,0.0,51.99284,5.11142,51.99284,5.11142,3173.0,Utrecht,Gorinchem,0.0,roadworks,a
55,55,55,55,245358346.0,2020-07-17 02:59:00,A27,a,knp. Sint Annabosch,knp. Sint Annabosch,closed,Dicht. Van 16 juli 2020 22:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 20:00:00,2020-07-17 03:00:00,0.0,51.55451,4.84305,51.55451,4.84305,3170.0,Gorinchem,Breda,0.0,roadworks,a
56,56,56,69,245353676.0,2020-07-17 02:59:00,A5,a,Westpoort,Westpoort,closed,De oprit is dicht. Van 16 juli 2020 23:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 21:00:00,2020-07-17 03:00:00,1.0,52.39339,4.79415,52.39339,4.79415,6338.0,Hoofddorp,Amsterdam,0.0,roadworks,a
57,57,57,67,245356386.0,2020-07-17 02:59:00,A13,a,Delft-Zuid,Delft-Zuid,closed,De oprit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,1.0,51.99687,4.3889,51.99687,4.3889,3040.0,Rotterdam,Den Haag,0.0,roadworks,a
58,58,58,66,245361013.0,2020-07-17 02:59:00,A44,a,Leiden,Leiden,closed,Wegwerkzaamheden. De afrit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,0.0,52.16632,4.4525,52.16632,4.4525,3321.0,Amsterdam,Den Haag,0.0,roadworks,a
59,59,59,65,243042372.0,2020-07-17 02:59:00,A58,a,knp. Sint Annabosch,Tilburg-Reeshof,closed,Dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,1.0,51.55186,4.83346,51.55142,4.95224,3354.0,Breda,Tilburg,0.0,roadworks,a
60,60,60,64,245361233.0,2020-07-17 02:59:00,A59,a,Oosterhout,Oosterhout,closed,Oprit dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,0.0,51.68008,4.8464,51.68008,4.8464,3374.0,'s-Hertogenbosch,knp. Zonzeel,0.0,roadworks,a
61,61,61,63,245362070.0,2020-07-17 02:59:00,A65,a,Tilburg-Noord,Tilburg-Noord,closed,De afrit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,1.0,51.56227,5.13642,51.56227,5.13642,3380.0,Tilburg,'s-Hertogenbosch,0.0,roadworks,a
62,62,62,68,245353674.0,2020-07-17 02:59:00,A5,a,Westpoort,Westpoort,closed,De oprit is dicht. Van 16 juli 2020 23:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 21:00:00,2020-07-17 03:00:00,0.0,52.39339,4.79415,52.39339,4.79415,6338.0,Amsterdam,Hoofddorp,0.0,roadworks,a
63,63,63,61,2455095250.0,2020-07-17 02:59:00,A65,a,Tilburg-Noord,Tilburg-Noord,closed,De op- en afrit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,2.0,51.56227,5.13642,51.56227,5.13642,3380.0,'s-Hertogenbosch,Tilburg,0.0,roadworks,a
64,64,64,60,245362064.0,2020-07-17 02:59:00,A65,a,Tilburg-Noord,Tilburg-Noord,closed,De op- en afrit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,0.0,51.56227,5.13642,51.56227,5.13642,3380.0,'s-Hertogenbosch,Tilburg,0.0,roadworks,a
65,65,65,59,245509525.0,2020-07-17 02:59:00,A65,a,Tilburg-Noord,Tilburg-Noord,closed,De op- en afrit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,2.0,51.56227,5.13642,51.56227,5.13642,3380.0,Tilburg,'s-Hertogenbosch,0.0,roadworks,a
66,66,66,58,245357407.0,2020-07-17 02:59:00,A15,a,Geldermalsen,Geldermalsen,closed,De afrit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,0.0,51.86162,5.31062,51.86162,5.31062,3057.0,Nijmegen,Gorinchem,0.0,roadworks,a
67,67,67,57,245357870.0,2020-07-17 02:59:00,A16,a,afrit Rotterdam-Centrum,afrit Rotterdam-Centrum,closed,De oprit is dicht. Van 16 juli 2020 21:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 19:00:00,2020-07-17 03:00:00,1.0,51.91452,4.53561,51.91452,4.53561,3065.0,Breda,Rotterdam,0.0,roadworks,a
68,68,68,62,245213554.0,2020-07-17 02:59:00,A15,a,Wadenoijen,Wadenoijen,closed,Oprit dicht. Van 15 juli 2020 tot 17 juli 2020 dagelijks tussen 21:00 uur en 05:00 uur.,2020-07-15 19:00:00,2020-07-17 03:00:00,0.0,51.8735,5.34469,51.8735,5.34469,3057.0,Nijmegen,Gorinchem,0.0,roadworks,a
69,69,69,56,245360620.0,2020-07-17 02:59:00,A27,a,Utrecht-Noord,Utrecht-Noord,closed,De afrit is dicht. Van 16 juli 2020 22:00 uur tot 17 juli 2020 05:00 uur.,2020-07-16 20:00:00,2020-07-17 03:00:00,1.0,52.1201,5.146,52.1201,5.146,3171.0,Utrecht,Almere,0.0,roadworks,a
70,70,70,71,245356038.0,2020-07-17 03:29:00,A10,a,afrit Volendam,afrit Volendam,closed,De oprit is dicht. Van 16 juli 2020 21:30 uur tot 17 juli 2020 05:30 uur.,2020-07-16 19:30:00,2020-07-17 03:30:00,0.0,52.40735,4.93907,52.40735,4.93907,3015.0,knp. Watergraafsmeer,knp. Coenplein,0.0,roadworks,a
71,71,71,72,245356031.0,2020-07-17 03:29:00,A10,a,afrit Volendam,afrit Volendam,closed,Oprit dicht. Van 16 juli 2020 21:30 uur tot 17 juli 2020 05:30 uur.,2020-07-16 19:30:00,2020-07-17 03:30:00,1.0,52.40735,4.93907,52.40735,4.93907,3015.0,knp. Coenplein,knp. Watergraafsmeer,0.0,roadworks,a
72,72,72,70,245362295.0,2020-07-17 03:29:00,N3,n,afrit Dordrecht-Centrum,afrit Dordrecht-Centrum,closed,Dicht. Van 16 juli 2020 22:00 uur tot 17 juli 2020 05:30 uur.,2020-07-16 20:00:00,2020-07-17 03:30:00,1.0,51.81644,4.70783,51.81644,4.70783,4440.0,Dordrecht,Papendrecht,3.0,roadworks,n
73,73,73,73,245212371.0,2020-07-17 03:58:00,N7,n,Groningen-West,Groningen-West,closed,Dicht. Van 15 juli 2020 tot 17 juli 2020 dagelijks tussen 22:00 uur en 06:00 uur.,2020-07-15 20:00:00,2020-07-17 04:00:00,1.0,53.20207,6.55858,53.20207,6.55858,3412.0,Groningen,Duitse grens,3.0,roadworks,n
74,74,74,74,245222861.0,2020-07-17 03:58:00,N7,n,Groningen-West,Groningen-West,closed,Dicht. Van 15 juli 2020 tot 17 juli 2020 dagelijks tussen 21:00 uur en 06:00 uur.,2020-07-15 19:00:00,2020-07-17 04:00:00,0.0,53.20207,6.55858,53.20207,6.55858,3412.0,Duitse grens,Groningen,3.0,roadworks,n
